0 1 1
1 0.999848 0.999695
2 0.999391 0.998782
3 0.99863 0.997261
4 0.997564 0.995134
5 0.996195 0.992404
6 0.994522 0.989074
7 0.992546 0.985148
8 0.990268 0.980631
9 0.987688 0.975528
10 0.984808 0.969846
11 0.981627 0.963592
12 0.978148 0.956773
13 0.97437 0.949397
14 0.970296 0.941474
15 0.965926 0.933013
16 0.961262 0.924024
17 0.956305 0.914519
18 0.951057 0.904508
19 0.945519 0.894005
20 0.939693 0.883022
21 0.93358 0.871572
22 0.927184 0.85967
23 0.920505 0.847329
24 0.913545 0.834565
25 0.906308 0.821394
26 0.898794 0.807831
27 0.891007 0.793893
28 0.882948 0.779596
29 0.87462 0.76496
30 0.866025 0.75
31 0.857167 0.734736
32 0.848048 0.719186
33 0.838671 0.703368
34 0.829038 0.687303
35 0.819152 0.67101
36 0.809017 0.654508
37 0.798635 0.637819
38 0.788011 0.620961
39 0.777146 0.603956
40 0.766044 0.586824
41 0.75471 0.569587
42 0.743145 0.552264
43 0.731354 0.534878
44 0.71934 0.51745
45 0.707107 0.5
46 0.694658 0.48255
47 0.681998 0.465122
48 0.669131 0.447736
49 0.656059 0.430413
50 0.642788 0.413176
51 0.62932 0.396044
52 0.615662 0.379039
53 0.601815 0.362181
54 0.587785 0.345491
55 0.573576 0.32899
56 0.559193 0.312697
57 0.544639 0.296632
58 0.529919 0.280814
59 0.515038 0.265264
60 0.5 0.25
61 0.48481 0.23504
62 0.469472 0.220404
63 0.45399 0.206107
64 0.438371 0.192169
65 0.422618 0.178606
66 0.406737 0.165435
67 0.390731 0.152671
68 0.374607 0.14033
69 0.358368 0.128428
70 0.34202 0.116978
71 0.325568 0.105995
72 0.309017 0.0954915
73 0.292372 0.0854812
74 0.275637 0.075976
75 0.258819 0.0669873
76 0.241922 0.0585262
77 0.224951 0.050603
78 0.207912 0.0432273
79 0.190809 0.0364081
80 0.173648 0.0301537
81 0.156434 0.0244717
82 0.139173 0.0193692
83 0.121869 0.0148521
84 0.104528 0.0109262
85 0.0871557 0.00759612
86 0.0697565 0.00486597
87 0.052336 0.00273905
88 0.0348995 0.00121797
89 0.0174524 0.000304586
90 6.12323e-17 3.7494e-33
91 -0.0174524 0.000304586
92 -0.0348995 0.00121797
93 -0.052336 0.00273905
94 -0.0697565 0.00486597
95 -0.0871557 0.00759612
96 -0.104528 0.0109262
97 -0.121869 0.0148521
98 -0.139173 0.0193692
99 -0.156434 0.0244717
100 -0.173648 0.0301537
101 -0.190809 0.0364081
102 -0.207912 0.0432273
103 -0.224951 0.050603
104 -0.241922 0.0585262
105 -0.258819 0.0669873
106 -0.275637 0.075976
107 -0.292372 0.0854812
108 -0.309017 0.0954915
109 -0.325568 0.105995
110 -0.34202 0.116978
111 -0.358368 0.128428
112 -0.374607 0.14033
113 -0.390731 0.152671
114 -0.406737 0.165435
115 -0.422618 0.178606
116 -0.438371 0.192169
117 -0.45399 0.206107
118 -0.469472 0.220404
119 -0.48481 0.23504
120 -0.5 0.25
121 -0.515038 0.265264
122 -0.529919 0.280814
123 -0.544639 0.296632
124 -0.559193 0.312697
125 -0.573576 0.32899
126 -0.587785 0.345491
127 -0.601815 0.362181
128 -0.615662 0.379039
129 -0.62932 0.396044
130 -0.642788 0.413176
131 -0.656059 0.430413
132 -0.669131 0.447736
133 -0.681998 0.465122
134 -0.694658 0.48255
135 -0.707107 0.5
136 -0.71934 0.51745
137 -0.731354 0.534878
138 -0.743145 0.552264
139 -0.75471 0.569587
140 -0.766044 0.586824
141 -0.777146 0.603956
142 -0.788011 0.620961
143 -0.798635 0.637819
144 -0.809017 0.654508
145 -0.819152 0.67101
146 -0.829038 0.687303
147 -0.838671 0.703368
148 -0.848048 0.719186
149 -0.857167 0.734736
150 -0.866025 0.75
151 -0.87462 0.76496
152 -0.882948 0.779596
153 -0.891007 0.793893
154 -0.898794 0.807831
155 -0.906308 0.821394
156 -0.913545 0.834565
157 -0.920505 0.847329
158 -0.927184 0.85967
159 -0.93358 0.871572
160 -0.939693 0.883022
161 -0.945519 0.894005
162 -0.951057 0.904508
163 -0.956305 0.914519
164 -0.961262 0.924024
165 -0.965926 0.933013
166 -0.970296 0.941474
167 -0.97437 0.949397
168 -0.978148 0.956773
169 -0.981627 0.963592
170 -0.984808 0.969846
171 -0.987688 0.975528
172 -0.990268 0.980631
173 -0.992546 0.985148
174 -0.994522 0.989074
175 -0.996195 0.992404
176 -0.997564 0.995134
177 -0.99863 0.997261
178 -0.999391 0.998782
179 -0.999848 0.999695
180 -1 1
181 -0.999848 0.999695
182 -0.999391 0.998782
183 -0.99863 0.997261
184 -0.997564 0.995134
185 -0.996195 0.992404
186 -0.994522 0.989074
187 -0.992546 0.985148
188 -0.990268 0.980631
189 -0.987688 0.975528
190 -0.984808 0.969846
191 -0.981627 0.963592
192 -0.978148 0.956773
193 -0.97437 0.949397
194 -0.970296 0.941474
195 -0.965926 0.933013
196 -0.961262 0.924024
197 -0.956305 0.914519
198 -0.951057 0.904508
199 -0.945519 0.894005
200 -0.939693 0.883022
201 -0.93358 0.871572
202 -0.927184 0.85967
203 -0.920505 0.847329
204 -0.913545 0.834565
205 -0.906308 0.821394
206 -0.898794 0.807831
207 -0.891007 0.793893
208 -0.882948 0.779596
209 -0.87462 0.76496
210 -0.866025 0.75
211 -0.857167 0.734736
212 -0.848048 0.719186
213 -0.838671 0.703368
214 -0.829038 0.687303
215 -0.819152 0.67101
216 -0.809017 0.654508
